Cassandra Rising,Fiction_Science Fiction_Ursula K.  Le Guin,"Edited by: Alice Laurance

Contents:
[Preface by Alice Laurance]
[Forward: The Girl and the B.E.M. by Andre Norton]
SQ by Ursula K. Le Guin
Flirtation Walk by Kay Rogers
Troll Road by Joan Bernott
There Was a Garden by Zenna Henderson
Night-Rise by Katherine MacLean
Motherbeast by Kathleen Sky
Escape to the Suburbs by Rachel Cosgrove Payes
Alien Sensation by Josephine Saxton
Last One in Is a Rotten Egg by Grania Davis
The Way Back by Raylyn Moore
Schlossie by Alice Laurance
Lady in Waiting by Anne McCaffrey
Impact by Steve Barnes
The Slow and Gentle Progress of Trainee Bell-Ringers by Barbara Paul
Nightfire by Sydney J. Van Scyoc
Selena by Beverley Goldberg
Uraguyen and I by Miriam Allen deFord & Juanita Coulson
The Vanillamint Tapestry by Jacqueline Lichtenberg
Space/Time Arabesque by Chelsea Quinn Yarbro"
Four Favorite Fairy Tales,Fairy Tales & Folklore_Retellings,Four Favorite Fairy Tales: Goldilocks_ Three Blind Mice_ Humpity Dumpity_ Billy Goats Gruff.
The Seven Deadly Sessions,Fiction_Science Fiction_Mystery and Detectives,Published in the January issue of Fantasy & Science Fiction.
Scarecrow Duty,Fiction_Fantasy,Published in the March issue of Fantasy & Science Fiction.
All the Dogs of Europe,Fiction_Fantasy,"Published in September in Fantasy & Science Fiction.
Frist appeared on Tales from the Dark Side as ""Dream Girl"" in January 1986."
I Have To Wait for Ben Jonson,Fiction_General Fiction,Published in May in Great Stream Review.
Vampire Detectives,Fiction_Crime and Mystery_Detective Story and Detectives_Horror_Vampires_Barbara  Paul_Douglas  Borton_John  Lutz_Richard  Laymon,"Nineteen blood-chilling new tales of vampires who stalk the night- in search of crimes to commit or criminals to be stopped.

Contents

Introduction by Ed Gorman · in 
Vampire Dollars by William F. Nolan · nv * 
This Town Aint Big Enough [Victory Vicki Nelson] by Tanya Huff · nv * 
Girls Night Out by Kathe Koja & Barry N. Malzberg · ss * 
Home Comforts by Peter Crowther · ss * 
Origin of a Species by J. N. Williamson · nv * 
Fangs by Douglas Borton · nv * 
The Night of Their Lives · Max Allan Collins · ss * 
Night Tidings by Gary Alan Ruse · nv * 
God-Less Men by James Kisner · ss * 
No Blood for a Vampire by Edward D. Hoch · ss * 
The Counts Mailbox by William Sanders · ss * 
Tom Rudolphs Last Tape [Tom Rudolph] by John Maclay · ss * 
The Turning by Jack Ketchum · ss * 
Youll Catch Your Death by P. N. Elrod · nv * 
Shell Game by John Lutz · ss * 
The Secret by Barbara Paul · ss * 
Blind Pig on North Halsted by Wayne Allen Sallee · vi * 
Phil the Vampire by Richard Laymon · ss * 
Undercover by Nancy Holder · ss * 

Edited by: Ed Gorman & Martin H. Greenberg."
Frankenstein: The Monster Wakes,Fiction_Horror_Monsters,"Edited by: Martin H. Greenberg
Contents:
 My Coney Island Baby by Matthew J. Costello
 A Friend of Mine by William L. DeAndrea
 The Comfort of Walls by Barbara Paul
 Fallen Angel by Peter Crowther
 The Man with the Barbed-Wire Fists by Norman Partridge
 Skin Memory by Tracy A. Knight
 The Man in Black by Christopher Fahy
 A Good Head on His Shoulders by Max Allan Collins
 Role Model by Mike Baker
 Cyrano by Gary A. Braunbeck
 Ive Got Hugh Under My Skin  by Rex Miller
 Bride of Frankenstein: A Modern Love Story by Richard T. Chizmar
 Special Effects by Terry Beatty & Wendi Lee
 A Debt Repaid by Larry Segriff
 A Loaf of Bread_ a Jug of Wine by Brian Hodge
 Piss Eyes by Rick Hautala
 Fallen Angel_ Malignant Devil by Billie Sue Mosiman"
Werewolves,"Fiction_Horror_Animals Run Rampant, Werewolves_Gary A.  Braunbeck","Contents:

Extinctions in Paradise by Brian Hodge
Bindlestiff by Peter Crowther
Never Moon a Werewolf by Barbara Paul
Dumpster Diving by Nina Kiriki Hoffman
Woofman by Brenda Crank & Scott Nickell
Nick of Time by Matthew J. Costello
The Nighttime Is the Right Time by Bill Crider
Double Identity by Wendi Lee & Terry Beatty
Little Boy Riding Hood by Lawrence Schimel
Wolf by Max Allan Collins
Children of the Night by Cheri Scotch
Bark at the Moon by Mike Baker
Nights in the Mountains of Haiti by Hugh B. Cave
The Last Link Between Life and Death by J. N. Williamson
Asleep in the Mist by Billie Sue Mosiman
The Pack by Norman Partridge
Waiting for Moonlight by Roman A. Ranieri
A Taste of Blood and Roses by David Niall Wilson
Sand Boils by Tracy Knight
Only the Strong Survive by Richard T. Chizmar & Barry Hoffman
The Night of Howling by Mickey Zucker Reichert
Some Touch of Pity by Gary A. Braunbeck

Edited by: Martin H. Greenberg."
Celebrity Vampires,Fiction_Horror_Vampires_Jon L.  Breen_Carole Nelson  Douglas_Barbara  D'Amato,"Complete list of stories: (all stories copyright 1995):

Introduction by Ed Gorman
Dracula on the Rocks by Carole Nelson Douglas
Traces of Red by Max Allan Collins
Too Short a Death by Peter Crowther
Sweet Dreams_ Norma Jeane by Barbara Collins
Totally Tallulah by Barbara Paul
Plague by John Lutz
The Beautiful_ The Damned by Kristine Kathryn Rusch
Woollcott and the Vamp by Jon L. Breen
The Vampire of the Opera by Karen Haber
Blessed by His Dying Tongue by Tracy A. Knight
A Singular Event on a Night in 1912 by Roman A. Ranieri
Vladimir's Conversions by J. N. Williamson
Death on the Mississippi by Wendi Lee and Terry Beatty
The Swashbuckler and the Vampire by Mike Baker
I Vant to be Alone by Barbara D'Amato
Undead Origami by Norman Partridge
Bloody Sam by Gary A. Braunbeck
King of the Night by Bill Crider
A Night at the (Horse) Opera by P. N. Elrod

Edited by: Martin H. Greenberg"
Castle Fantastic,Fiction_Fantasy_Roger  Zelazny,"Contents:

Hall of Mirrors by Roger Zelazny
The Garrison by Lawrence Watt-Evans
Castle Collapse by Jane Yolen
Broomworms and Nosewigs by John DeChancie
Concrete Example by Nancy Springer
Death Swatch by Esther Friesner
Brigbuffoon by David Bischoff
Gie Me Somethin to Eat by John Alfred Taylor
Gwythurn the Slayer by Lawrence C. Connolly
Collectors by Pamela Sargent
Getting Real by Raul Cabeza de Vaca
Merdinus by Mike Resnick & Linda Dunn
Knight Squadron by S. N. Dyer
Swimming the Moat by Barbara Paul
The Soft Terrible Music by George Zebrowski
Held Safe by Moonlight and Vines by Charles de Lint

Edited by: John DeChancie & Martin H. Greenberg"
"","",""
Future Net,Fiction_Science Fiction_Technology_Cyberpunk and Virtual Reality,"Edited by: Larry Segriff & Martin H. Greenberg

Here is your chance to explore some of the possibilities_ perils_ and challenges the Net may have to offer in these 16 all-original stories_ answering such questions as: Can you actually access life after death? How do you get rid of virtual rodents before they take too many bites out of your program? And should you ever risk meeting a virtual friend in the flesh?
Contents:
 Zoomers by Gregory Benford
 Someone Who Understands Me by Matthew Costello
 The Coyote Virus by Josepha Sherman
 Prometheus Bringing Fire by Robin Wayne Bailey
  Freedom by Mickey Zucker Reichert
 Redemption Inc. by Gary A. Braunbeck
 O! The Tangled Web by John DeChancie
 Jarvik Hearts by Wil McCarthy
 Lover Boy by Daniel Ransom
 Cyberspace Cadet by Paul Dellinger
 Shining On by Billie Sue Mosiman
 Souvenirs and Photographs by Jody Lynn Nye
 Ghost in the Machine by John Helfers
 Memories of Maries Shoe by Brooks Peck
 Web-Surfing Past Lives by Jane Lindskold
 Fatal Error 1000 by Barbara Paul"
First Contact,Fiction_Science Fiction_Alien Beings_First Contact,"From encounters on Earth to human missions to far distant planets_ stories about the perils and possibilities of meeting other life forms.

Contents:

Fit to Print by Kristine Kathryn Rusch
A Game of Mehen by Josepha Sherman
Small Heroes by Jane Lindskold
Heavenly Host by Nina Kiriki Hoffman
We Have Met the Enemy by Rosemary Edghill and  India Edghill
The Xaxrkling of J. Arnold Boysenberry by David Bischoff
Earth Surrenders by Barbara Paul
Objects Unidentified (Flying) by Gordon Eklund
Random Acts by Marc Bilgrey
If Pigs Could Fly by Jack C. Haldeman_ II
Kite People by Gary A. Braunbeck
Ambassador to the Promised Land by Dean Wesley Smith
Black Ops by Barbara Delaplace
Absolution by Paul Dellinger
Take Me to Your Leader by Jody Lynn Nye
The Seepage Factor by John DeChancie
The Allure of Bone and Ice by Linda P. Baker
First Contact Inc. by Julie E. Czerneda
Palindromic by Peter Crowther

Edited by: Martin H. Greenberg & Larry Segriff"
The Young Oxford Book of Aliens,Fiction_Children & Young Adult_Science Fiction_Aliens_Damon  Knight_Murray  Leinster_Philip K.  Dick_Harry  Harrison,"There was a greenish_ hellish tinge to the light within the metal cube. It was a light that made the dead-white skin of the creature seated at the controls seem faintly green.'
This collection brings together a wide range of stories about aliens and encounters with aliens. Some are hostile invaders of Earth_ others friendly and more generous visitors--though not all of them are as friendly as they would like us to believe.
The stories range back into time and deep into the future. You can invade the moon_ hunt and be hunted_ encounter Judgement Day and the end of the world_ and have an alien as a pen pal (not advisable).
On Earth you'll meet Keva_ the genius from Planet Echo; the father-thing (from who knows where); the warrior Broghoke_ the savages who threaten the underdwellers; and the snake-like_ hypnotic Fascinators. Out in Space you will be abducted with Tina to the planet Shana; meet the beautiful metamorph Rea; and suffer within Itin the crisis of faith that faces the innocent amphibians of planet Wesker. And more.
Some of the stories are by well-known science fiction writers such as Arthur C. Clarke_ Avram Davidson_ Philip K. Dick_ Harry Harrison_ and A.E. van Vogt; others_ by Marian Abbey_ Francis Beckett_ Stephen Bowkett_ and Sue Welford have been specially written for this exciting and enthralling book.
Contents:
Encounter at Dawn by Arthur C. Clarke
Day of Succession by Theodore L. Thomas
Not Yet the End by Fredric Brown
The Star Beast by Nicholas Stuart Grey
Judgement Day by Francis Beckett
The Holiday-Makers by Roger Malisson
The Father-Thing by Philip K. Dick
Space-Born by Robert Bloch
Earth Surrenders by Barbara Paul
The Underdweller by William F. Nolan
To Serve Man by Damon Knight
The Bounty Hunter by Avram Davidson
Eight OClock in the Morning by Ray Nelson
Dear Pen Pal by A. E. van Vogt
Sweets from a Stranger by Nicholas Fisk
The Chase by Stephen Bowkett
The Pair by Joe L. Hensley
Star Daughter by Sue Welford
Keyhole by Murray Leinster
The Streets of Ashkelon by Harry Harrison
Starbride by Anthony Boucher
Out of the Everywhere by Marian Abbey"
Urban Nightmares,Fiction_Horror,"Edited by: Josepha Sherman & Keith DeCandido
Contents:
 A Ghost of Night & Shadows by eluki bes shahar ( Rosemary Edghill ) She of the Night by Laura Resnick & Kathy Chwedyk The Spider in the Hairdo by Michael A. Burstein My Brother's Keeper by Mike Resnick & Jack Nimersheim Cold Shoulder by Susan ShwartzPayback by Barbara Paul The Bicycle Messenger from Hell by Jody Lynn Nye My Naggilator by Lois Tilton The Hook by Kristine Kathryn Rusch Sit by Lawrence Watt-Evans Disney on Ice by Ellen Guon Gator by Robert J. Sawyer The Remaking of Millie McCoy by Christie Golden The Release by S M Stirling & Jan Stirling My Father's Son by Larry Segriff & Ed Gorman Along Came a Spider by Laura Anne Gilman The Hook of Death by Billie Sue Mosiman What Happened Next by Adam-Troy Castro What a Croc by Bill Crider Lover's Leap by Mark A. Garland & Lawrence Schimel Tales from the White Castle by John J. Ordover The Ugliest Duckling by S P Somtow Dark of Night by Glenn HaumanDoggedly by Josepha Sherman How You Can Prevent Forest Fires by Keith DeCandido"
The Favor,Fiction_Crime and Mystery_Barbara  Paul,"Originially published in July in Mystery Monthly.

Also appears in Jack Be Quick and Other Crime Stories."
Appetites,Fiction_Crime and Mystery_Dorothy  Cannell_Lilian Jackson  Braun_Chelsea Quinn  Yarbro_Karen  Kijewski_Sara  Paretsky_Barbara  Paul_Dorothy Salisbury  Davis_Faye  Kellerman_Marilyn  Wallace_Shelley  Singer_Linda  Grant_Teri  White_Gillian  Roberts_Susan  Kelly_Janet  LaPierre_Gabrielle  Kraft_Sarah  Shankman_Marcia  Biederman_Mary Jo  Adamson_Susan  Trott_Meg  O'Brien,"Originally published in August in Ellery Queen Mystery Magazine as ""Desperate Remedies."".

Also published in the anthology entitled Sisters In Crime 3"" (edited by Marilyn Wallace)."
Crafty Cat Crimes,Fiction_Crime and Mystery_J. A. Jance_Jon L.  Breen_Barbara  Paul_Gene  DeWeese_Barbara  D'Amato_Edward D.  Hoch_Gary A.  Braunbeck,"Edited by: Stefan Dziemianowicz_ Robert Weinberg_ & Martin H. Greenberg

The game is afoot_ and the four footed are its most cunning players in Crafty Cat Crimes. In one hundred cagey cat-tale mysteries_ the largest literary litter of kitty crimestoppers ever convened in one volume prowl the mean streets in pursuit of feline felons_ justice_ just desserts--and the occasional pat on the head.

You don't have to be a cat lover to enjoy these stories of crime and intrigue. You just have to like challenging mysteries where a twist in the tale comes naturally. There is virtually no crime these cats don't put the paw on. Whether confronted with cat burglary_ catnapping_ or murder most foul_ they work through seemingly insoluble puzzles with a stealth_ feline finickiness_ and silent grace that are the envy of their two-footed counterparts.

Crafty Cat Crimes includes selections to suit every reader's taste: cat cozies for the domestic-minded_ comic cat capers that look at the funny side of human and animal relationships_ even hardboiled escapades that mix cats and gats.
Contents:
The Adventure of the Hanoverian Vampires by Darrell Schweitzer
A.k.a. Pookums by Martha Bayless
Alis Cat by Diane Arrelle
All for One and One for All by Steve Lockley
All in a Golden Afternoon by Marilyn Mattie Brahen
Allergic Reaction by Larry Segriff
Archimedes and the Doughnuts by Gene DeWeese & Barbara Paul
Assault of the Yow-Ling Jewels by Viki S. Rollins
Aunt Ednas Cats by Del Stone_ Jr.
The Bed and Breakfast Burglar by Jill Giencke
Beware of Cat by Kurtis Roth
The Biggest Crime by John Beyer & Kathryn Burdette
The Boys by Kathryn Ptacek
A Breath of Subtle Air by Tracy Knight
Burning Bright by Carole McIntyre
The Canary and the Cat by Brian Plante
The Case of the Incompetent Police Dog by Sue Ann Bowling
The Case of the Unlikely Cat Tale by Lloyd Biggle_ Jr.
Cat Among the Pigeons by Connie Wilkins
Cat and Mouse by K.D. Wentworth
The Cat and the Petticoat by Rebecca Lickiss
Cat Bay on Cat Cay by Bill Pronzini
Cat Burglar by Jill Morgan
Cat Burglar by Kathryn Ptacek
The Cat Who Knew Too Much by Dorothy Cannell
A Cat with a Gat by Tina L. Jens
Cats-Eye Witness by Max Allan Collins
The Cats Jewels by T.M. Bradshaw
The Catawampus Caper by Will Murray
Catnip by Ron Goulart
Catnip by Jane Yolen & Heidi E.Y. Stemple
The Chocolate Cat by Kristin Schwengel
The Church Cat by Martha Johnson
Close_ But No Cigar by Barbara Paul
Club Macavity by David Bischoff
Copycat Killer by Beverly T. Haaf
Cricket Longwhiskers by Caroline Rhodes
Curse of the Cat People by Ron Goulart
The Day Frank Hollings Died by Jo-Ann Lamon Reccoppa
Deputy Cat by Jerri M. Oakes
A Drop o the Pure by Paul Duncan
The Duel by J.A. Jance
Eight by Kurtis Roth
Evinrude by David Owens
Eyes Wide Open by M. Christian
Five Starving Cats and a Dead Dog by Kristine Kathryn Rusch
The Fix by Michael Grisi
Freedom of the Press by Barbara DAmato
Fur Bearing by Brett Hudgins
A Game of Cats and Queens by Pat MacEwen
Guardian of Souls by Janet Pack
Habit by Carole McIntyre
The Happy Homewrecker by Leslie What
A Harmless_ Necessary Cat by Nancy Jane Moore
Heidis Bird Wings by Jennifer Evans
Here Today_ Dead to Maui by Catherine Dain
How Things Get Done in the French Quarter by John Sullivan
I Suppose This Makes Me Sancho by Gary A. Braunbeck
The Jazzcat of Division Street by Wayne Allen Sallee
Jeepers by Adele Polomski
Joey by Hugh B. Cave
Just a Little Catnip by Kimberly R. Brown
Kit for Cat by Julie Kistler
Lady Windermeres Flan by Elizabeth Foxwell
Land Rush by Jody Lynn Nye
Letters to the Editor by Shirley Rousseau Murphy
Lin Jee by Mary A. Turzillo
Living the Lie by Marc Bilgrey
The Magicians Palace by Edward D. Hoch
Mans Best Friend by Nancy Jane Moore
Miss Daisy and the Rosary Pea by Sidney Williams
Mrs. Milligans Cat by Gary Lovisi
My Career as a Cat Burglar by Ron Goulart
Nothing Newsworthy by Jean Rabe
One Tiny Slip by Judith L. Post
Paw-trait of a Murderer by John Helfers
Powder Puff by Gail Torgerson
Pretty Kitty by Joyce Holland
The Queens Jewels by Jayge Carr
Rachel and the Bookstore Cat by Jon L. Breen
Rags the Mighty by Will Murray
Rasputins Hoard by Joe Murphy
Rat by Trey R. Barker
Revealing Russian Blue_ or The Flaming Switcheroo by Kurtis Roth
Roscoes Little Secret by Kris Neri
Sam Spayed and the Case of the Purloined Pussycat by Shikhar Dixit
Scanning for Dollars by Lisa Lepovetsky
Scratch Ticket by Christina Briley
Shiny by Joe Murphy
Six-Toed Ollie by Michael A. Black
Slightly Guilty by Morris Hershman
Stalker Goes A-Viking by Jordan Stoen
Swirls of Midnight by Judith Post
Tea and Biscuit by Jon L. Breen
Tombs by John R. Platt
Under the Circumstances by Mat Coward
Watch-Cat by Ardath Mayhar
The Web Designers Assistant by Robin Reed
What a Cat Has to Do by William F. Nolan
Where the Cat Came In by Mat Coward"
The Best of Sisters in Crime,Fiction_Crime and Mystery_Detective Story and Detectives_Susan  Dunlap_Nancy  Pickard_Barbara  Michaels_Sara  Paretsky_Sue  Grafton_Marilyn  Wallace_Shelley  Singer_Mary Higgins  Clark_Barbara  Paul_Diane Mott  Davidson_Sharyn  McCrumb,"Edited by: Marilyn Wallace

Mary Higgins Clark follows a young woman whose determination to face her darkest fears takes a terrifying toll on her mind...Sue Grafton's private eye Kinsey Millhone learns that even a mother's love can lead to muder...Sara Paretsky puts intrepid detective V.I. Warshawski on the trail of a lost cat that's worth killing for...Sharyn McCrumb follows an ace reporter chasing a story that may be worth dying for...and Elizabeth George constructs a case for murder when an architecture stduent ends up dead...

Selected from the acclaimed anthologies of mystery and suspense_ The Best of Sisters in Crime offers a killer collection of award-winning authors and short stories of felonious_ yet feminine_ mystery fiction...

Contents (1997 Edition - 1998 Edition has 7 extra stories):

Foreword by Marilyn Wallace · fw 
Afraid All the Time by Nancy Pickard · ss Sisters in Crime_ ed. Marilyn Wallace_ Berkley_ 1989 
All the Lonely People [Sharon McCone]  Marcia Muller · ss Sisters in Crime_ ed. Marilyn Wallace_ Berkley_ 1989 
Blood Types by Julie Smith · ss Sisters in Crime_ ed. Marilyn Wallace_ Berkley_ 1989 
Hog Heaven by Gillian Roberts · ss Sisters in Crime_ ed. Marilyn Wallace_ Berkley_ 1989 
The Celestial Buffet by Susan Dunlap · ss Sisters in Crime 2_ ed. Marilyn Wallace_ Berkley_ 1990 
Too Much to Bare by Joan Hess · ss Sisters in Crime 2_ ed. Marilyn Wallace_ Berkley_ 1990 
A Poison That Leaves No Trace [Kinsey Millhone] by Sue Grafton · ss Sisters in Crime 2_ ed. Marilyn Wallace_ Berkley_ 1990 
The Evidence Exposed [Insp. Thomas Lynley] by Elizabeth George · nv Sisters in Crime 2_ ed. Marilyn Wallace_ Berkley_ 1990 
Upstaging Murder by Carolyn G. Hart · ss Sisters in Crime 2_ ed. Marilyn Wallace_ Berkley_ 1990 
Voices in the Coalbin by Mary Higgins Clark · ss Sisters in Crime 2_ ed. Marilyn Wallace_ Berkley_ 1990 
The High Cost of Living by Dorothy Cannell · ss Sisters in Crime 3_ ed. Marilyn Wallace_ Berkley_ 1990
Say Youre Sorry by Sarah Shankman · ss Sisters in Crime 3_ ed. Marilyn Wallace_ Berkley_ 1990 
A Tale of Two Pretties by Marilyn Wallace · ss Sisters in Crime 3_ ed. Marilyn Wallace_ Berkley_ 1990 
The Maltese Cat [V.I. Warshawski] by Sara Paretsky · nv Sisters in Crime 3_ ed. Marilyn Wallace_ Berkley_ 1990 
Nine Sons by Wendy Hornsby · ss Sisters in Crime 4_ ed. Marilyn Wallace_ Berkley_ 1991 
Lieutenant Harald and the Impossible Gun [Lt. Sigrid Harald] by Margaret B. Maron · ss Sisters in Crime 4_ ed. Marilyn Wallace_ Berkley_ 1991 
A Predatory Woman by Sharyn McCrumb · ss Sisters in Crime 4_ ed. Marilyn Wallace_ Berkley_ 1991 
Life_ For Short by Carolyn Wheat · ss Sisters in Crime 4_ ed. Marilyn Wallace_ Berkley_ 1991 
Extenuating Circumstances by Joyce Carol Oates · ss Sisters in Crime 5_ ed. Marilyn Wallace_ Berkley_ 1992 
One Hit Wonder by Gabrielle Kraft · ss Sisters in Crime 5_ ed. Marilyn Wallace_ Berkley_ 1992 
Cold Turkey by Diane Mott Davidson · ss Sisters in Crime 5_ ed. Marilyn Wallace_ Berkley_ 1992"
Solved,Fiction_Crime and Mystery_Suspense_Barbara  Paul_John  Lutz_David H.  Everson_William J.  Reynolds,"Sixteen short stories that ""solve"" notable real-life mysteries such as the Kennedy assassination_ the mystery of Jack the Ripper_ and the Lindbergh kidnapping.

Contents:

Operation Trojan Horse by David H. Everson
Closing the Doors by Rick Hautala
Ruby_ Ruby by William J. Reynolds
White Mustangs by John Lutz
Speedball by Brian Hodge
Non-Skid Jacks: The D.C.-Saigon Connection by Rex Miller
The Winter Men by Brian Harper
Shadow by Matthew J. Costello
Sabotage by William L. DeAndrea
Jack Be Quick by Barbara Paul
Diesel Dream by Alan Dean Foster
The Lincoln-Kennedy Connection by Rex Miller & Dr. Fred L. King
Down on Me by Nancy A. Collins
The Intransigents by Barry N. Malzberg
Windsor R.I.P. by Sean Flannery
Meet Me at the Grave by William H. Hallahan

Edited by: Ed Gorman & Martin H. Greenberg."
Invitation to Murder,Fiction_Crime and Mystery_Detective Story and Detectives_Nancy  Pickard_John  Lutz_Richard  Laymon_William J.  Reynolds_Barbara  Paul,"Eighteen stories that each have the common element of a young woman found dead on an apartment floor.
Contents:
The Dead Past by Nancy Pickard
La Bellezza Delle Bellezze by Bill Pronzini
Open and Shut by John Lutz
None of My Business_ But... by Carolyn G. Hart
Dead on Arrival by Joan Hess
Invitation to Murder by Richard Laymon
Darke Street by Gary Brandner
Pretty Boy by Billie Sue Mosiman
The Life and Deaths of Rachel Long by Kristine Kathryn Rusch
Merlin and the Hitman by Teri White
Anytime I Want by Andrew Henry Vachss
QWERTY by William J. Reynolds
A Bunch of Mumbo Jumbo by Jan Grape
The Body Beautiful by Judith Kelman
Deadtrip by William F. Nolan
Still Life with Gold Frame by Rex Miller
Who What When Where Why by Barbara Paul
Snow Angels by Loren D. Estleman"
Malice Domestic,Fiction_Crime and Mystery_Crime/Caper_Charlotte  MacLeod_Audrey  Peterson_Aaron  Elkins_Charlotte  Elkins_Diane Mott  Davidson_Barbara  Paul_Janet  LaPierre_D.R.  Meredith_Sharyn  McCrumb_Joan  Hess_Valerie  Frankel_P.M.  Carlson_Carolyn G.  Hart_L.B.  Greenwood,"What qualifies as a Malice Domestic mystery? ""'Malice' is self-explanatory_ I trust_"" writes the acclaimed Elizabeth Peters in her introduction to this outstanding collection. ""'Domestic' distinguishes the personal and private aspects of crime from the public and impersonal. Our murderers don't kill for the fun of it (serial killers) or for a misguided ideal (assassins and terrorists) or for pay (hired hit men). They only do in people they know and love (or hate).""

Gathered in homage to the most beloved crimewriter of all_ Dame Agatha Christie_ Malice Domestic 1 presents today's best mystery writers at the top of their form.

Contents:

Malice Domestic - An Idea Whose Time Had Come by Elizabeth Peters
The Perplexing Puzzle of the Perfidious Pigeon Poisoner by Charlotte MacLeod
Windkill by D.R. Meredith
The Cottonwood Creek Caper by Diane Mott Davidson
Angel on the Loose by Valerie Frankel
The Ties That Bind by L.B. Greenwood
Nice Gorilla by Charlotte and Aaron Elkins
Take Care of Yourself by Janet LaPierre
The Last To Know by Joan Hess
Henrie O.'s Holiday by Carolyn G. Hart
Night Visitor by Audrey Peterson
Homebodies by Barbara Paul
Happiness is a Dead Poet bySharyn McCrumb
The Jersey Lily; or_ Make Me Immortal With a Kiss by P.M. Carlson

Presented by Elizabeth Peters_ edited by Martin H. Greenberg."
Santa Clues,Fiction_Crime and Mystery_Suspense_Jon L.  Breen_Christopher  Fahy_Margaret  Maron_Bill  Crider_Dorothy B.  Hughes_Douglas  Borton_Jan  Grape_John  Lutz_Barbara  Paul,"Contents:

Ho_ Ho_ Ho by Barbara Paul
Cold Comforts by Peter Crowther
That Bells May Ring and Whistles Safely Blow by Margaret Maron
No Gaol for the Budgie by Jon L. Breen
Cristemasse Is Forever by Dorothy B. Hughes
Must Be Santa! by Matthew J. Costello
The Man in the Red-Flannel Suit by Jan Grape
Mad Dog by Dick Lochte
Never on Santa by Mark Richard Zubro
The Season of Giving by Richard T. Chizmar & Norman Partridge
Full-Body Santa by Terry Beatty & Wendi Lee
Southern Justice by Billie Sue Mosiman
The Real Thing by Christopher Fahy
Shoplifter by Larry Segriff
A Visit from St. Nicholas by Ron Goulart
The Last Happy Time by Morris Hershman
The Night Before Christmas by Bill Crider
The Man Who Killed Santa by Douglas Borton
Slay Belle by John Lutz

Edited by: Martin H. Greenberg and Carol-Lynn Rössel Waugh"
