Das Märchen von der Vernunft,Fiction_General Fiction_Humor_Satire_L. Frank  Baum_Philip K.  Dick_Johann Wolfgang von  Goethe_Nathaniel  Hawthorne_August  Strindberg_Mark  Twain_Oscar  Wilde_William Butler  Yeats_Anatole  France_  Voltaire_Stanislaw  Lem_Tanith  Lee_Lord  Dunsany_Robin  McKinley_Howard  Pyle_Jane  Yolen_Italo  Calvino_William Makepeace  Thackeray_Rainer Maria  Rilke_Jean-Jacques  Rousseau_Hermann  Hesse_Angela  Carter_James  Thurber_George  MacDonald_Michael  de Larrabeiti_Laurence  Housman_Erich  Kästner_Johann Karl August  Musäus_Frank R.  Stockton_E. T. A. Hoffmann_Gottfried  Keller_Georg  Kaiser_Sylvia Townsend  Warner_Mary  de Morgan_Alfred  Döblin_Theodor  Storm_Naomi  Mitchison_Hans Christian  Andersen_Guillaume  Apollinaire_  Apuleius_Ingeborg  Bachmann_Giambattista  Basile_Thomas Crofton  Croker_Marie-Catherine  D'Aulnoy_Charlotte-Rose de Caumont  de la Force_Carl  Ewald_Antoine  Galland_Wilhelm Carl  Grimm_Franz  Hessel_Hugo von  Hofmannsthal_  Janosch_Günter  Kunert_Rosemarie  Künzler_Marie-Jean  L'Héritier_Christoph  Meckel_  Mynona_  Novalis_Charles  Perrault_Henri  Pourrat_Kurt  Schwitters_Giovanni  Straparola_Ludwig  Tieck_Michel  Tournier_Wilhelm Heinrich  Wackenroder_Christoph Martin  Wieland_Robert  Coover,A moral fairy tale about values_ reflecting Kästner's views on war.  A sensible man with the bad habit of getting ideas (and worse yet_ expecting other people to go along with them)_ calls all the leaders of the world together and_ much to their disgust_ proposes they spend a large amount of money for improving the welfare of their citizens.
Captains Courageous,Fiction_Adventure_Military and Naval Adventure,After being swept overboard from an ocean liner_ fifteen-year-old Harvey Cheyne_ spoiled son of a millionaire_ is rescued by New England fishermen who put him to work on their boat.
Stalky and Co.,Fiction_General Fiction,Stalky & Co. is quite unlike any other collection of school stories_ revealing new possibilities and depths. Kipling portrays school as the first stage of a much larger game_ a pattern-maker for the experiences of life. Implied throughout the stories is the question 'What happened to these fifteen-year-old boys_ and how did the lessons they learned at school apply to the world of warfare and imperial government?'. The stories are based on Kipling's own school_ the United Services College at Westward Ho! in Devon_ which prepared boys destined for the army or for colonial service; Kipling himself appears as the subordinate character_ Beetle
Barrack-Room Ballads,Poetry_Verse,"First collected in 1892_ Kipling's Barrack-Room Ballads relive the experiences of soldiers sent around the world to defend the Empire-all for little pay and less appreciation. An immediate success_ they were unlike anything the public had seen before.
Contents:
First Series (1892)
To Thomas Atkins
Danny Deever
Tommy
""Fuzzy-Wuzzy""
Soldier_ Soldier
Screw-Guns
Cells
Gunga Din
Oonts
Loot
""Snarleyow""
The Widow at Windsor
Belts
The Young British Soldier
Mandalay
Troopin'
The Widow's Party
Ford o' Kabul River
Gentlemen-Rankers
Route-Marchin'
Shillin' a Day
Second Series (1896)
Bobs
""Back to the Army Again""
""Birds of Prey"" March
""Soldier an; Soldier Two""
Sappers
That Day
""The Men That Fought at Minden""
Cholera Camp
The Ladies
Bill 'Awkins
The Mother Lodge
""Follow Me 'Ome""
The Sergeant's Weddin'
The Jacket
The 'Eathen
The Shut-Eye Sentry
""Mary_ Pity Women!""
For to Admire"
Der Untertan,Fiction_General Fiction,"A sharp indictment of the Wilhelmine regime and a chilling warning against the joint elevation of militarism and commercial values. The ""Man of Straw"" is Diederich Hessling_ embodiment of the corrupt society in which he moves; his brutish progression through life forms the central theme of the book."
Aunt Dimity's Death,Fiction_Crime and Mystery_Detective Story and Detectives_General,"Atherton's first mystery combines a strong sense of traditional English fare with an insistent gothic spirit. Suffering from her recent divorce_ her mother's death_ and an erratic income_ Lori Shepherd receives notice from a prestigious Boston law firm that she must travel to England in order to meet the requirements of a will. While visiting her benefactor's ""haunted"" cottage with lawyer friend Bill_ she uncovers important clues relating to a World War II mystery"
Aunt Dimity and Duke,Fiction_Crime and Mystery_Detective Story and Detectives_General,A compelling prequel to Aunt Dimity's Death. When avid gardener Emma Porter's longtime lover dumps her_ she sets out on a summer-long driving tour of England's glorious gardens. A Dimity-contrived coincidence brings Emma to Penford Hall_ where dark rumors and suspicious circumstances lead her on the path to mystery--and unexpected love.
Aunt Dimity Digs In,Fiction_Crime and Mystery_Detective Story and Detectives_General,At home in the ghostly Aunt Dimity's idyllic English cottage_ Lori Shepherd is up to her elbows in pureed avocados and formula bottles as she strives to be the perfect mother to her three-month-old twins! Aunt Dimity restores order - and Lori's sanity - by sending the beautiful and mysterious Francesca Sciaparelli to lend a hand with the boys. The nanny is a treasure_ but Lori's newfound freedom proves to be a mixed blessing. No sooner does she step outside the cottage for a breath of diaper-free air than she finds herself smack in the middle of a civil war brewing in the nearby village of Finch. Finch has been torn asunder by the pressing question: Who shall occupy the church schoolhouse? Peggy Kitchen - unofficial empress of Finch - desperately needs the schoolhouse for her long-awaited Harvest Festival. When she learns that the precious building has been given over to visiting archaeologist Adrian Culver for his dig's picks_ spades_ and shovels_ she embarks on a campaign to oust Adrian and his khaki-clad cohorts. Peggy's campaign is passionately countered by those Finch residents who are convinced that Adrian's dig will finally put Finch on the map. The two sides are about to come to blows when Lori learns of the existence of a missing Victorian pamphlet that could prove the archaeological site is a fake - and would surely cause an abrupt end to the entire project_ and the local civil war. As Lori hunts for the missing pamphlet_ and the thief_ she unearths secrets long buried in Finch's past - secrets that divide the village and threaten to destroy the delicate romance now blossoming between her nanny extraordinaire and Adrian Culver.
Aunt Dimity's Christmas,Fiction_Crime and Mystery_Detective Story and Detectives_General,Lori Shepherd can hardly wait to celebrate Christmas this year with her husband_ Bill and twin sons in the beautiful cottage willed to her by Aunt Dimity. Then Lori makes a disturbing discovery beneath the cottage's snow-covered lilac bushes--the body of a mysterious stranger_ barely alive. Lori must put her plans on hold to team up with Julian Bright--a devilishly attractive Roman Catholic priest--to seek out the tramp's identity. Their adventure takes Lori and Julian from abandoned World War II airfields to homeless shelters--places where the Christmas star shines dimly_ if at all. Finally_ Lori unveils the tragic secret that led the stranger to her door_ and must confront painful truths about herself and the true meaning of a perfect family Christmas.
Aunt Dimity's Good Deed,Fiction_Crime and Mystery_Detective Story and Detectives_General,"Nancy Atherton's growing number of fans will certainly be delighted by Aunt Dimity's latest appearance in the honey-colored English cottage she bequeathed to her ""niece_"" Lori Shepherd. Thanks to Aunt Dimity_ Lori's life has taken on fairy-tale proportions: she's financially set for life and happily married--or so she thinks. When Lori's plans for a second honeymoon to England with her workaholic husband fall through_ she begrudgingly takes along her father-in-law--who promptly disappears_ leaving behind a mysterious note. Inspired and guided by the ghost of Aunt Dimity and her inimitable blue journal_ Lori's search for the elderly gentleman turns into a harrowing mission to uncover a centuries-old family secret--complicated by mistaken identities_ falsified deeds_ family feuds_ and Lori's unseemly attraction to her husband's beguiling English cousin. In a delightful chase that takes her all over the English countryside_ Lori discovers the true meaning of marital bliss_ and Nancy Atherton's fans_ new and old_ will savor a masterpiece of old-fashioned fun."
Aunt Dimity Beats the Devil,Fiction_Crime and Mystery_Detective Story and Detectives_General,"The perfect cozy mystery for Halloween_ with everyone's favorite phantom in a tale of family secrets_ yesteryear romance_ and spirits less friendly than herself. 
Fans of Nancy Atherton's beloved series are eagerly awaiting her latest supernatural treat_ as her lovable heroine Lori Shepherd is drawn into another adventure sure to tantalize the mind and touch the heart.

In Aunt Dimity Beats the Devil_ Lori's twins are now toddlers_ walking and talking enough to drive her nearly stir crazy. So she jumps at the offer of a break--a trip to evaluate a rare book collection in a remote and misty corner of Northumberland. On a dark and stormy night in late October_ she sets out for Wyrdhurst Hall_ the grim neo-Gothic castle owned by newlyweds Nicole and Jared Hollander. On the way there she encounters Adam Chase_ a charming_ handsome stranger who knows more than he's telling about the hall's mysterious secrets. Lori falls under Wyrdhurst's spell--and Adam's--when she unearths a cache of World War I letters that tell a tale of doomed love and hint at a treasure hidden in the hall. It will take all of Dimity's supernatural skills to help Lori solve the puzzle and restore peace to a family haunted by its tragic past."
Aunt Dimity: Detective,Fiction_Crime and Mystery_Detective Story and Detectives_General,"Nobody in the little town of Finch was really surprised when Prunella ""Pruneface"" Hooper came to a nasty endbut murder? There hadn't been a murder in Finch since 1872 when one shepherd bashed another with the hook of his crook. Despite her hectic home schedule with her three-year-old twins_ Lori agrees to investigate. But narrowing the list of suspects is a major challenge: the newly arrived Pruneface had quickly become privy to everyone's secretsand used her secret knowledge to plant rumors_ nurture backbiting_ resurrect feuds_ and season it all with downright lies. Almost everyone had a reason to want her dead."
Aunt Dimity Takes a Holiday,Fiction_Crime and Mystery_Detective Story and Detectives_General,When Lori Shepherd's husband_ Bill_ is summoned to a will reading at the Earl of Harrisford's resplendent Palladian home_ Lori herself thinks she is just along for the ride. But this gathering of the entire Harrisford clan_ all of them affected by the earl's new will_ devolves into a dangerous family dispute.Burning topiaries_ threatening notes_ suspicious maids_ and family intrigue lead Lori to seek her phantom aunt's help in identifying the culprit before he or she can torch the whole house and its guests within. Atherton's signature whimsy and splendidly original twists make for yet one more delicious adventure with cozy mystery lovers' favorite supernatural sleuth.
A Scattering of Jades,Fiction_Fantasy_Historical_Science Fiction_World Versions_Alternate Histories,Alexander C. Irvine makes a strong debut with A Scattering of Jades_ a novel that can be read with equal validity as fantasy_ alternate history_ or secret history. In 1835_ an attempted human sacrifice goes awry_ sparking a fire that consumes much of Manhattan and destroys journalist Archie Prescott's home and family. Stephen Bishop_ a slave exploring a Kentucky cave system_ discovers a peculiar Aztec mummy that seems_ sometimes_ to move. A complex conspiracy involving Aaron Burr_ P.T. Barnum_ Tammany Hall_ Irish gangsters_ and a traveling medicine man will bring together Archie_ Stephen_ an accursed girl who may be Archie's daughter_ and ferocious Aztec deities in the underworld of Mammoth Cave_ in an epic struggle that will determine the fate of the earth.
Eyes of a Child,Fiction_Crime and Mystery_Suspense,"Ricardo Arias is found dead_ the gun still wedged in his mouth. It looks like suicide_ but the physical evidence strongly suggests murder. The police investigation uncovers an estranged wife_ Terri Peralta; an ugly custody battle over their six-year-old daughter_ Elena; heated charges of child abuse; and a murder suspect: San Francisco defense attorney Christopher Paget.
Paget has motive--it's his son accused of abusing Elena_ his political plans for the future put at risk by the dead man's accusations_ and his alibi that is dangerously threadbare.
And the shocking revelations that threaten to explode in the courtroom may remain hidden forever...by Chris Paget's refusal to testify on his own behalf...by Elena's tangled loyalties...and by dark secrets that some desperately wish to keep silent...."
Thieves Honor,Fiction_Crime and Mystery_Harlan  Ellison_Lawrence  Block_Peter  Straub_Sharyn  McCrumb_Henry  Slesar_Joyce Carol  Oates_Bill  Pronzini_Ed  Gorman_Joe  Gores_Harlan  Coben_Jeffery  Deaver_John  Lutz_Evan  Hunter_Jan  Grape_Jeremiah  Healy_Edward D.  Hoch_Michael  Collins_Robert J.  Randisi_Stuart M.  Kaminsky_Doug  Allyn_H. R. F. Keating_Dick  Lochte_William  Chambers_David  Handler,"Originally published in the December issue of Alfred Hitchcock Mystery Magazine.

Also appears in Opening Shots Volume 2: More Great Mystery and Crime Writers Share their First Published Stories."
"Tiger, Tiger",Fiction_Crime and Mystery,Published in the September issue of Mystery.
Behind the Scenes at the Museum,Fiction_General Fiction_Ties That Bind_Multigenerational Sagas,Ruby Lennox_ born above a pet shop in York at the halfway point of the twentieth century is determined to understand both the family that precedes her and the life that awaits her. Taking her own conception as her starting point_ the irrepressible Ruby narrates a story of four generations of women_ from her great-grandmother's affair with a French photographer_ to her mother's unfulfilled dreams of Hollywood glamour_ to her young sister's efforts to upstage the Queen on Coronation Day. Hurtling in and out of both World Wars_ economic downfalls_ the onset of the permissive '60s_ and up to the present day_ Ruby paints a rich and vivid portrait of family heartbreak and happiness.
Time Exposure,Fiction_Crime and Mystery,Published in the June issue of Alfred Hitchcock Mystery Magazine.
Human Croquet,Fiction_General Fiction,Once it had been the great forest of Lythe--a vast and impenetrable thicket of green--and here had lived the Fairfaxes_ grandly_ at Fairfax Manor. But over the centuries the forest had been destroyed_ and the Fairfaxes had dwindled too; now they lived in 'Arden' at the end of Hawthorne Close and were hardly a family at all.There was Vinny_ the Aunt from Hell_ and Gordon_ who had forgotten them for seven years. And there was Charles_ who passed his life awaiting visits from aliens and for his mother to come back. But it is Isobel to whom the story belongs_ also waiting for the return of her mother--the thin_ dangerous Eliza_ whose disappearance is part of the mystery that still remains at the heart of the forest.
Toad Crossing,Fiction_Crime and Mystery_Suspense_Ruth  Rendell_Donald E.  Westlake_James  Grady_Bill  Pronzini_S.J.  Rozan_Sara  Paretsky_Marcia  Muller_John  Lutz_Nancy  Pickard_Lia  Matera_Susan  Kelly_Sarah  Shankman_Edward D.  Hoch_Brendan  DuBois_Anne  Perry_Walter  Satterthwait_Reginald  Hill_Robert J.  Randisi_Simon  Brett_Alan  Russell_David  August_Ed  McBain_Sam  Pizzo_Maude  Miller_David  Corn_Monica  Quill,"Originally published in AHMM_ July 1996. 

Also appears in Years 25 Finest Crime and Mystery Stories: Sixth Annual Edition and Crime After Crime."
Not the End of the World,Fiction_General Fiction,"Meredith Zane_ one of the legendary Zane sisters_ known for their perfect teeth and far-flung travels_ may have just discovered the secret of eternal life. Fielding_ a burned-out media critic_ suspects he has a doppelgänger who is sullying his reputation-and having a much better time than Fielding ever has. Marianne is a young mother whose untimely end on a rainy highway doesn't necessarily keep her out of her family's life. Arthur_ a neglected and precocious eight-year-old boy taken under the wing of an enigmatic nanny_ discovers a world he never knew existed.

Contents:
Charlene and Trudi Go Shopping
Tunnel of Fish
Transparent Fiction
Dissonance
Sheer Big Waste of Love
Unseen Translation
Evil Doppelgangers
The Cat Lover
The Bodies Vest
Temporal Anomaly
Wedding Favors
Pleasureland"
Tough,Fiction_Crime and Mystery,Published in the November issue of Mike Shayne Mystery Magazine.
Emotionally Weird,Fiction_General Fiction,On a weather-beaten island off the coast of Scotland_ Effie and her mother_ Nora_ take refuge in a large_ mouldering house of their ancestors and tell each other stories. Effie tells various versions of her life at college where she lives with Bob_ a lethargic student who seldom leaves his bed_ and to whom Klingons are as real as Spaniards and Germans. But as mother and daughter spin their tales_ strange things begin to happen around them.
Trickle Down,Fiction_Crime and Mystery,Published in the October issue of Alfred Hitchcock Mystery Magazine.
Twice Removed,Fiction_Adventure_Spy/Espionage_Crime and Mystery_John  Lutz,"Originally published in the February issue of Espionage Magazine.

Also appears in Until You Are Dead."
Bobo's Star,Fiction_Science Fiction_Arthur C.  Clarke_Ursula K.  Le Guin_Isaac  Asimov_Ray  Bradbury_Jules  Verne_H. G. Wells_Michael  Shaara_T.H.  White_John  Christopher_Monica  Hughes_Jay  Williams_Nicholas  Fisk_Glenn  Chandler_Tim  Stout_M.P.  Shiel_Stephen  David,First published in Space 5.  Also published in Science Fiction Stories.
Understanding Electricity,Fiction_Crime and Mystery_John  Lutz,"Originally published in the August issue of Alfred Hitchcock Mystery Magazine.
Also appears in Until You Are Dead."
Until You Are Dead,Fiction_Crime and Mystery_John  Lutz,"Originally published in the January issue of Alfred Hitchcock Mystery Magazine.
Also appears in Until You Are Dead."
Veterans,Fiction_Crime and Mystery_Kristine Kathryn  Rusch_Avram  Davidson_Ed  Gorman_Max Allan  Collins_Janet  Berliner_Billie Sue  Mosiman_Gary A.  Braunbeck_John  Lutz_James M.  Reasoner_Edward D.  Hoch_Brendan  DuBois_John  Helfers_Doug  Allyn_Marc  Bilgrey_Matthew V.  Clemens_Carol  Rondou_Bradley H.  Sinor_Kristine  Scheid_Lawrence  Block_Donald E.  Westlake_Maxim  Jakubowski_Dorothy  Cannell_Joyce Carol  Oates_Bill  Pronzini_Richard  Laymon_S.J.  Rozan_Peter  Lovesey_Jon L.  Breen_Les  Roberts_Nancy  Pickard_Christine  Matthews_Jan  Burke_Peter  Crowther_Gillian  Linscott_Robert J.  Randisi_Robert  Barnard_Stuart M.  Kaminsky_Edo van  Belkom_Mat  Coward_Joseph  Hansen_Ian  Rankin_Noreen  Ayres_Gary  Phillips_Clark  Howard_Stanley  Cohen_Ed  McBain_Peter  Robinson_Miguel  Agustí_Bob  Mendes_Jürgen  Ehlers_Denise  Mina_David  Honeybone_Thomas  Woertche_George A.  Easter_Lucy  Sussex_Camille  Minichino,"Originally published in Murder Most Confederate.

Also appears in The Worlds Finest Mystery and Crime Stories_ Second Annual Collection."
The Yellow Hands,Fiction_Science Fiction_Arthur C.  Clarke_Ursula K.  Le Guin_Isaac  Asimov_Ray  Bradbury_Jules  Verne_H. G. Wells_Michael  Shaara_T.H.  White_John  Christopher_Monica  Hughes_Jay  Williams_Nicholas  Fisk_Glenn  Chandler_Tim  Stout_M.P.  Shiel_Stephen  David,"From The Master. 

Published in Science Fiction Stories."
What You Dont Know Can Hurt You,Fiction_Crime and Mystery_Detective Story and Detectives_Private Detective_Lawrence  Block_Bill  Pronzini_Ed  Gorman_Loren D.  Estleman_Marcia  Muller_John  Lutz_Nancy  Pickard_Mickey  Spillane_Benjamin M.  Schutz_Rob  Kantner,"Originally published in the November issue of Alfred Hitchcock Mystery Magazine.
Also appears in The Eyes Still Have It and Alfred Hitchcocks Home Sweet Homicide."
The Specimen,Fiction_Science Fiction_Arthur C.  Clarke_Ursula K.  Le Guin_Isaac  Asimov_Ray  Bradbury_Jules  Verne_H. G. Wells_Michael  Shaara_T.H.  White_John  Christopher_Monica  Hughes_Jay  Williams_Nicholas  Fisk_Glenn  Chandler_Tim  Stout_M.P.  Shiel_Stephen  David,First published in Space 5. Also published in Science Fiction Stories.
Alfred Hitchcock's Home Sweet Homicide,Fiction_Crime and Mystery_Crime/Caper_Nancy  Pickard,"Edited by: Cathleen Jordan

All stories from Alfred Hitchcock's Mystery Magazine_ all having to do with home and family.

Contents:

Deadly Fantasies by Marcia Muller
The Unlikely Demise of Cousin Claude by Charlotte MacLeod
I_ Witness by Nancy Pickard
The Moonstone Earrings by Herbert Resnicow
The Owl in the Oak by Joseph Hansen
Domestic Intrigue by Donald E. Westlake
The Stone Man by John F. Suter
A Young Man Called Smith by Patricia Moyes
In the Bag by Ralph McInerny
Greektown by Loren D. Estleman
What You Dont Know Cant Hurt You by John Lutz
A Candle for the Bag Lady by Lawrence Block"
"","",""
When Opportunity Knocks,Fiction_Crime and Mystery_Suspense,Published in the December issue of Alfred Hitchcock Mystery Magazine.
White Mustangs,Fiction_Crime and Mystery_Suspense_Barry N.  Malzberg_Alan Dean  Foster_Rex  Miller_Brian  Hodge_Rick  Hautala_Nancy A.  Collins_Matthew  Costello_Barbara  Paul_David H.  Everson_John  Lutz_William J.  Reynolds_Fred L.  King_William L.  DeAndrea_Sean  Flannery_Brian  Harper_William H.  Hallahan,Published in Solved.
Winds of Change,Fiction_Adventure_Spy/Espionage_Crime and Mystery_Suspense_Isaac  Asimov_Ambrose  Bierce_Mark  Twain_Pearl S.  Buck_Joseph  Conrad_Joe R.  Lansdale_W. Somerset  Maugham_O.  Henry_G. K. Chesterton_Peter  O'Donnell_Guy de  Maupassant_Eric  Ambler_John  Lutz_Edward D.  Hoch_John Dickson  Carr_Ron  Goulart_Patricia  McGerr_Lawrence G.  Blochman_Michael  Gilbert_John  Jakes_Julian  Symons_Jack  Ritchie_Stephen  Dentinger_Erle Stanley  Gardner_Brian  Garfield_Janwillem  van de Wetering_Richard Harding  Davis_E. Phillips  Oppenheim_Ernest  Bramah_Valentine  Williams_Leslie  Charteris_Bruce  Cassiday_Arthur Conan  Doyle_John D.  MacDonald_Michael  Collins_Stuart M.  Kaminsky_Howard  Engel_Arnaldo  Correa_José  Latour_Bob  Mendes_Jürgen  Ehlers_Jean-Hugues  Oppel_Carmen  Iarrera,"Originally published in the December issue of Espionage Magazine.

Also appears in:

Cloak and Dagger
Until You Are Dead
Death by Espionage"
With Anchovies,Fiction_Crime and Mystery_Detective Story and Detectives_Private Detective_Lawrence  Block_Barry N.  Malzberg_Warren  Murphy_Henry  Slesar_Ed  Gorman_Max Allan  Collins_John  Lutz_Carolyn  Wheat_Teri  White_Mickey  Spillane_Edward  Wellen_Wayne D.  Dundee_Andrew M.  Greeley_Lynn F.  Myers Jr._Stephen  Mertz_Paul  Bishop_Daniel  Helpingstine_Peter  Straub_Sharyn  McCrumb_Bill  Pronzini_J. A. Jance_Marcia  Muller_Barbara  Collins_Nancy  Pickard_Jan  Grape_Wendy  Hornsby_Brendan  DuBois_Carole Nelson  Douglas_Robert  Barnard_Dana  Stabenow_Doug  Allyn_Ian  Rankin_Julian  Symons_Jo  Bannister_Larry  Segriff_Brenda Melton  Burnham_Liz  Holliday,"An investigator gets in trouble when he follows what he thinks were his instructions for a job.

Originally published in Murder Is My Business. 

Also appears in Years 25 Finest Crime and Mystery Stories: Fourth Annual Edition."
The Wounded Tiger,Fiction_Crime and Mystery_Crime/Caper,"Originally published in The Diners Club Magazine.
Also appears in the May 1980 issue of Alfred Hitchcock Mystery Magazine."
"","",""
You Belong to Me,Fiction_Crime and Mystery_Suspense_Loren D.  Estleman_John  Lutz_Edward D.  Hoch_Robert J.  Randisi_Thomas  Sullivan_Margaret  Lawrence_Mark Richard  Zubro_Marthayn  Pelegrimas_Helen Esper  Olmsted_Sandra  Brewer_Carol  Caverly_Hugh  Holton_Ann  Blaine_William X.  Kienzle,Published in Homicide Hosts Presents.
No One Likes to Be Played for a Sucker,Fiction_Crime and Mystery_Detective Story and Detectives_Private Detective_Lawrence  Block_Sue  Grafton_Bill  Pronzini_Max Allan  Collins_Joe  Gores_Loren D.  Estleman_Sara  Paretsky_Linda  Barnes_Marcia  Muller_John  Lutz_Jeremiah  Healy_Michael  Collins_Robert J.  Randisi_Benjamin M.  Schutz_Rob  Kantner,"Originally published in the July issue of Ellery Queen's Mystery Magazine.

Also appears in First Cases.

Dan Fortune realizes it can be a mistake to be too smart when trying to pick a locked-room murder."
Quieter Than Sleep: A Modern Mystery of Emily Dickinson,Fiction_Crime and Mystery_Detective Story and Detectives_Amateur,Karen Pelletier abandoned her life in New York for a professorship at Massachusetts's elite Enfield College. But she quickly learns that New England is not the peaceful enclave she had imagined--and that not even the privileged world of academia is immune to murder....Professor Karen Pelletier's prime literary passion is poet Emily Dickinson--a passion she shares with her hotshot colleague Randy Astin-Berger. Heir apparent to the head of Enfield's English department_ the pompous Randy is the campus Casanova. That is_ he was--until he was found strangled with his own flashy necktie.The last person to see Randy alive--and the first to find him dead--Karen knows she must solve the case before she becomes the prime suspect. But to do that_ she must first discover the truth behind Randy's final Dickinsonian discovery--a literary bombshell that may well have been to die for....
Sometimes There Is Justice,Fiction_Crime and Mystery_Detective Story and Detectives_Noir_Roald  Dahl_Barry N.  Malzberg_William F.  Nolan_Bill  Pronzini_Joe  Gores_Ardath  Mayhar_Edward D.  Hoch_Fredric  Brown_Betty Ren  Wright_Ron  Goulart_Miriam Allen  deFord_James  Cross_Jack  Ritchie_William P. McGivern_Harold Q.  Masur_Jeffrey M.  Wallmann_Harold R.  Daniels_Rose Million  Healey_John  Keefauver_Robert  Colby_Joan  Richter_William  Sambrot_Mary  Barrett_Harold  Rolseth_Waldo Carlton Wright_Nancy C. Swoboda_Al  Nussbaum_Mitsu  Yamamoto_Paul  Theridion_Zena  Collier_David  Montross_Berkely  Mather_Robert  McGrath_Dee  Stuart_Dana  Lyon_Warner  Law_Robert J. Higgins,"A friend and recently rehabilitated small-time thief is shot dead by police_ as he is seemingly escaping after robbing a liquor store. Urged by the dead man's wife and convinced he was out of the crime business_ Nameless vows to prove his friend's innocence.
First published as ""Sometimes There Is Justice"" in Alfred Hitchcock's Mystery Magazine_ August 1968."
