The Adventure of the Cipher in the Sand,Fiction_Crime and Mystery_Detective Story and Detectives,Published in the February 2000 issue of Ellery Queen Mystery Magazine.
The Phantom Freighter,Fiction_Children & Young Adult_Mystery,"When eccentric Thaddeus McClintock invites Frank and Joe Hardy to accompany him on a sea voyage_ the teen-age investigators become entangled in a web of mystery.  Who is trying to block the three from securing reservations on freighter ships that carry passengers?  Does Mr. McClintock have unknown enemies?  Or is there a sinister conspiracy afoot to keep Frank and Joe from going on the trip?  Is Captain Harkness's report about sighting a phantom freighter just a figment of his imagination?
The determined efforts of Frank and Joe to find the answers lead to a hazardous game of wits with a ring of slippery smugglers and to a dynamic confrontation of the high seas.  At the same time_ the boys help their famous detective father solve his current case involving forgers selling counterfeit historical documents.  
Here is an exciting_ action-filled mystery that will keep the reader on the edge with suspense."
The Secret of Skull Mountain,Fiction_Children & Young Adult_Mystery,"There is a crisis on Bayport!  Soon the city will be without water!  Every night water strangely disappears from the new reservoir near Skull Mountain.  Frank and Joe Hardy join forces with a team of skilled engineers to solve the baffling mystery. 
When the boys arrive at the foot of the mountain_ they are met by a human skull rolling down the slope-a chilling warning from a weird hermit.  Violence_ too_ stalks he mountain_ where a gang controlled by a powerful crime syndicate hatched a vicious plot.  While trying to uncover the gang's sinister motive_ Frank and Joe aid their detective father in his search for a missing scientist.
By a clever experiment_ the boys discover a clue to the puzzle of the vanishing water.  Suspense mounts when they explore an ancient subterranean river channel_ deep inside Skull Mountain.  In a thrilling climax the famous young detectives solve their own mystery as well as Mr. Hardy's case."
The Sign of the Crooked Arrow,Fiction_Children & Young Adult_Mystery,"With only the slender clue of an arrow-shaped tie clasp_ Frank and Joe Hardy pick up the trail of a cunning gang of thieves responsible for a wave of jewelry store holdups.
But their investigations are interrupted when a desperate plea for help comes from their widowed cousin who lives on a cattle ranch in New Mexico.  Frank_ Joe_ and their pal Chet Morton fly there immediately.  The mysterious disappearance of one cowboy after another has Crowhead Ranch a reputation of being jinxed_ and it is quickly being stampeded toward financial ruin.
The young detectives face grave danger before they uncover a plot engineered by the crooked arrow gang.  In a dramatic climax Frank_ Joe_ and Chet aid law-enforcement officers in smashing the highly organized band of criminals_ putting an end both to the troubles at Crowhead Ranch and the jewelry-store robberies."
The Prodigal Sun,Fiction_Science Fiction_Political,In the far future_ humanity has colonised the outermost reachers of the galaxy. Society has evolved into a heiracy of castes - from the godlike High to the barely Low. Empires have risen and fallen_ and the Dato Bloc has just seceded from the Commonwealth of Empires.
A Necklace of Fallen Stars,Fiction_Children & Young Adult_Fantasy,"Give up her colorful_ independent life telling stories in the marketplace to marry the cold_ ruthless Duke Gavrin? Princess Kaela vows ""Never!"" Flouting her father's wishes -- and resolving to ignore her sister's fears -- Kaela sets out alone for a distant kingdom_ determined to make her own way and live her own life in the way she loves best: by weaving tales for anyone who will lend an ear. Her gift serves her well_ for it is as the result of the first tale she tells in a village inn that she meets up with Kippen_ the minstrel who accompanies her on her journey -- a journey that becomes perilous when the two discover that Kaela is being pursued by an unscrupulous sorcerer who has been sent by her outraged father to track her down.
Living by their talents and their wits_ Kaela and Kippen wander the back roads and byways of the kingdom_ winning not only their daily bread_ but many friends as well. Like a necklace of fallen stars_ the stories Kaela tells along the way are strung together by strands of adventure and romance in this lively_ forthright_ yet magical tale."
The Secret of the Lost Tunnel,Fiction_Children & Young Adult_Mystery,"Difficult assignments are nothing new to the Hardy boys and this one that takes them to the Deep South is particularly challenging.  Their mission: to vindicate a long-dead Confederate general disgraces during the civil war because he was accused of stealing hidden gold belonging to a bank
In a museum exhibiting relics of the Civil War_ the brother sleuths find a puzzling clue that may help to clear the generals name and pinpoint the location of the hidden gold.  But a dangerous criminal and his cohorts are out to steal the treasure and constantly harass Frank and Joe and their pal Chet Morton. 
Skillfully avoiding booby traps and flying bullets_ the boys persevere in their perilous quest.  The arduous search is full of surprises that will thrill all fans of the Hardy Boys."
The Wailing Siren Mystery,Fiction_Children & Young Adult_Mystery,Caught in their motorboat the 'Sleuth'_ by a sudden storm at sea_ Frank and Joe Hardy are helpless when the engine conks out. Drifting farther from shore amid the tumultuous waves_ the boys are relieved to see the lights of a yacht. But their SOS is ignored.The shrill sound of a siren fills the night air. Moments later_ a helicopter drops an object alongside the 'Sleuth'. To the young detective's astonishment it proves to be a wallet containing two thousand dollars. The next day their close pal Chet Morton rushes to the Hardys' home to report that the Morton farm truck carrying a shipment of high-powered rifles belonging to his uncle_ a big-game hunter_ has been stolen. These two apparently unconnected events are clues in a tangle of mystery which turns out to be one of the detective brothers' most exciting adventures.*
The Confidential Casebook of Sherlock Holmes,Fiction_Crime and Mystery_Detective Story and Detectives_Henry  Slesar_Shariann  Lewitt_Aline  Myette-Volsky_Terry  McGarry_H. Paul  Jeffers_Jay  Sheckley_Patrick  LoBrutto_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_Pat  Mullen_Roberta  Rogow_Craig Shaw  Gardner_Kathleen  Brady,"This long-awaited volume finally brings to light several cases of the world's most famous consulting detective that were originally suppressed to avoid scandal and embarrassment to the Crown_ public figures_ or to Holmes himself. Now_ the truth is finally revealed regarding Holmes's exploits involving the Titanic_ his rematch with Irene Adler_ the childhoods of both Holmes and Watson_ and such figures as Ida Tarbell_ P.G. Wodehouse_ and James McNeil Whistler. The Confidential Casebook of Sherlock Holmes is a cornucopia of Sherlockian that will delight fans young and not-so-young. 

Contents:

Introduction: The Startling Discovery of Dr. Watsons Confidential Papers by Marvin Kaye
Delicate Business
 
 The Darlington Substitution Scandal by Henry Slesar
 The Adventure of the Old Russian Woman by H. Paul Jeffers
 The Adventure of the Noble Husband by Peter Cannon
 The Case of the Woman in the Cellar by Pat Mullen
 
Desperate Business
 
 The Adventure of the Boulevard Assassin by Kathleen Brady
 The Case of the Ancient British Barrow by Terry McGarry
 The Adventure of the Dying Ship by Edward D. Hoch
 The Revenge of the Fenian Brotherhood by Carole Buggé
 
My Blushes_ Watson!
 
 The Affair of the Counterfeit Countess by Craig Shaw Gardner
 The Woman by Aline Myette-Volsky
 The Little Problem of the Grosvenor Square Furniture Van (ascribed to Arthur Stanley Jefferson) by Patrick LoBrutto
 
À la Recherche du Temps Perdu
 
 A Ballad of the White Plague by P. C. Hodgell
 The Adventure of Vanderbilt and the Yeggman by Roberta Rogow
 The Secret Marriage of Sherlock Holmes by Shariann Lewitt
 The Case of Vittoria the Circus Belle by Jay Sheckley"
The Darlington Substitution Scandal,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Adventure of the Old Russian Woman,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Adventure of the Noble Husband,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Case of the Woman in the Cellar,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Adventure of the Boulevard Assassin,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Case of the Ancient British Barrow,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Adventure of the Dying Ship,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,"Holmes meets with Jacques Futrelle on the Titanic.

Appears in The Confidential Casebook of Sherlock Holmes."
The Revenge of the Fenian Brotherhood,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,"Holmes sneaks into the Fenian Brotherhood at the request of Professor Moriarty.

Appears in The Confidential Casebook of Sherlock Holmes."
The Affair of the Counterfeit Countess,Fiction_Crime and Mystery_Detective Story and Detectives_General_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Woman,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,"Holmes meets again with Irene Adler.

Appears in The Confidential Casebook of Sherlock Holmes."
The Little Problem of the Grosvenor Square Furniture Van,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
A Ballad of the White Plague,Fiction_Crime and Mystery_Detective Story and Detectives_Historical_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Adventure of Vanderbilt and the Yeggman,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
The Secret Marriage of Sherlock Holmes,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,"Holmes works to bring together an Arabian Nights marriage.

Appears in The Confidential Casebook of Sherlock Holmes."
The Case of Vittoria the Circus Belle,Fiction_Crime and Mystery_Detective Story and Detectives_Craig Shaw  Gardner_Henry  Slesar_Edward D.  Hoch_Peter  Cannon_P.C.  Hodgell_Carole  Buggé_H. Paul  Jeffers_Pat  Mullen_Kathleen  Brady_Terry  McGarry_Aline  Myette-Volsky_Patrick  LoBrutto_Roberta  Rogow_Shariann  Lewitt_Jay  Sheckley,Appears in The Confidential Casebook of Sherlock Holmes.
"The Adventure of Vittoria, the Circus Belle",Fiction_Crime and Mystery_Detective Story and Detectives_John Gregory  Betancourt_Michael  Moorcock_Stephen  Baxter_Eric  Brown_Robert  Weinberg_Lois H.  Gresh_Basil  Copper_Edward D.  Hoch_Peter  Tremayne_Peter  Crowther_L.B.  Greenwood_Simon  Clark_H. R. F. Keating_Amy  Myers_Martin  Edwards_David  Langford_Zakaria  Erzinçlioglu_Derek  Wilson_Claire  Griffen_David Stuart  Davies_Barbara  Roden_Denis O.  Smith_Guy N.  Smith_Barrie  Roberts_Roger  Johnson_Michael  Doyle_F. Gwynplaine  MacIntyre,Appears in The Mammoth Book of New Sherlock Holmes Adventures.
The Mammoth Book of New Sherlock Holmes Adventures,Fiction_Crime and Mystery_Detective Story and Detectives_H. R. F. Keating_Michael  Moorcock_L.B.  Greenwood_Amy  Myers_Edward D.  Hoch_Peter  Tremayne_Zakaria  Erzinçlioglu_Derek  Wilson_Stephen  Baxter,"Singular_ capital_ wonderfully enjoyable_ this is the biggest collection of new Sherlock Holmes stories published since Sir Arthur Conan Doyle laid down his pen - nearly 200_000 words of superb fiction featuring the Great Detective by masters of historical crime. Almost all the stories are specially written for the collection and the cases are presented in the order in which Holmes solved them.

The result is a life of Sherlock Holmes_ with a continuous narrative alongside the stories which identities the gaps in the canon and places the new and hitherto unrecorded cases in their correct sequence - plus there is an invaluable_ complete Holmes chronology.

Contents:

Introduction: The Life and Adventures of Sherlock Holmes by Mike Ashley
Part I: The Early Years
 
 The Bothersome Business of the Dutch Nativity by Derek Wilson
 The Affray at the Kildare Street Club by Peter Tremayne
 
Part II: The 1880s
 
 The Case of the Incumbent Invalid by Claire Griffen
 The Adventure of Vittoria_ the Circus Belle by Edward D. Hoch
 The Darlington Substitution Scandal by David Stuart Davies
 The Adventure of the Suspect Servant by Barbara Roden
 The Adventure of the Amateur Mendicant Society by John Gregory Betancourt
 The Adventure of the Silver Buckle by Denis O. Smith
 The Case of the Sporting Squire by Guy N. Smith
 The Vanishing of the Atkinsons by Eric Brown
 The Adventure of the Fallen Star by Simon Clark
 
Part III: The 1890s
 
 The Adventure of the Dorset Street Lodger by Michael Moorcock
 The Mystery of the Addleton Curse by Barrie Roberts
 The Adventure of the Parisian Gentleman by Robert Weinberg and Lois H. Gresh
 The Adventure of the Inertial Adjustor by Stephen Baxter
 The Adventure of the Touch of God by Peter Crowther
 The Adventure of the Persecuted Painter by Basil Copper
 The Adventure of the Suffering Ruler by H. R. F. Keating
 The Repulsive Story of the Red Leech by David Langford
 The Adventure of the Grace Chalice by Roger Johnson
 The Adventure of the Faithful Retainer by Amy Myers
 
Part IV: The Final Years
 
 The Case of the Suicidal Lawyer by Martin Edwards
 The Legacy of Rachel Howells by Michael Doyle
 The Adventure of the Bulgarian Diplomat by Zakaria Erzinçlioglu
 The Enigma of the Warwickshire Vortex by F. Gwynplaine MacIntyre
 The Case of the Last Battle by L. B. Greenwood
 
Appendix I: A Complete Chronology of Sherlock Holmes cases
Appendix II: The Tales of Sherlock Holmes

Edited by: Mike Ashley."
The Adventure of the Bulgarian Diplomat,Fiction_Crime and Mystery_Detective Story and Detectives_John Gregory  Betancourt_Michael  Moorcock_Stephen  Baxter_Eric  Brown_Robert  Weinberg_Lois H.  Gresh_Basil  Copper_Edward D.  Hoch_Peter  Tremayne_Peter  Crowther_L.B.  Greenwood_Simon  Clark_H. R. F. Keating_Amy  Myers_Martin  Edwards_David  Langford_Zakaria  Erzinçlioglu_Derek  Wilson_Claire  Griffen_David Stuart  Davies_Barbara  Roden_Denis O.  Smith_Guy N.  Smith_Barrie  Roberts_Roger  Johnson_Michael  Doyle_F. Gwynplaine  MacIntyre,Appears in The Mammoth Book of New Sherlock Holmes Adventures.
The Adventure of the Inertial Adjustor,Fiction_Crime and Mystery_Detective Story and Detectives_John Gregory  Betancourt_Michael  Moorcock_Stephen  Baxter_Eric  Brown_Robert  Weinberg_Lois H.  Gresh_Basil  Copper_Edward D.  Hoch_Peter  Tremayne_Peter  Crowther_L.B.  Greenwood_Simon  Clark_H. R. F. Keating_Amy  Myers_Martin  Edwards_David  Langford_Zakaria  Erzinçlioglu_Derek  Wilson_Claire  Griffen_David Stuart  Davies_Barbara  Roden_Denis O.  Smith_Guy N.  Smith_Barrie  Roberts_Roger  Johnson_Michael  Doyle_F. Gwynplaine  MacIntyre,"Holmes meets with H.G. Wells.

Appears in The Mammoth Book of New Sherlock Holmes Adventures."
The Case of the Last Battle,Fiction_Crime and Mystery_Detective Story and Detectives_John Gregory  Betancourt_Michael  Moorcock_Stephen  Baxter_Eric  Brown_Robert  Weinberg_Lois H.  Gresh_Basil  Copper_Edward D.  Hoch_Peter  Tremayne_Peter  Crowther_L.B.  Greenwood_Simon  Clark_H. R. F. Keating_Amy  Myers_Martin  Edwards_David  Langford_Zakaria  Erzinçlioglu_Derek  Wilson_Claire  Griffen_David Stuart  Davies_Barbara  Roden_Denis O.  Smith_Guy N.  Smith_Barrie  Roberts_Roger  Johnson_Michael  Doyle_F. Gwynplaine  MacIntyre,"Holmes tries to stop World War I.

Appears in The Mammoth Book of New Sherlock Holmes Adventures."
