Misery Loves Maggody,Fiction_Crime and Mystery_Detective Story and Detectives,"Murder and mayhem have never been so hilarious as in the sleepy little town of Maggody_ Arkansas. Population 755. And in this newest entry to the Joan Hess series_ there's twice the fun when some of Maggody's most beloved inhabitants venture out of state. Meanwhile_ all manner of unrest also unfolds on the familiar Maggody home front. When beleaguered chief of police Arly Hanks hears that her mother_ Ruby Bee_ and best friend_ Estelle Oppers_ are headed for Memphis on a four-day Elvis Pilgrimage_ she thinks she may be getting a break that is long overdue. But before the ""pilgrims"" are past the airport on the way out of Faberville_ the fur starts flying_ and soon the trip is completely stalled by a variety of deadly doings. Estelle calls home to report that Ruby Bee has collapsed and is in the local hospital_ and even before Arly's seen the delta dawn_ one of the other clients on the tour is found dead beneath the eighth-floor balcony of the hotel. Worse still_ the balcony from which she plunged turns out to be none other than the room of a prominent Maggody citizen_ who has been hauled off to the local jail. What's more_ Estelle's pretty darn sure the tour van is being followed by thugs in an ominous black car - and another body's about to be laid to rest in Graceland. Back home things aren't much better and certainly no quieter_ so Arly Hanks will have to be at her most resourceful to restore the peace once again to the inhabitants of Maggody - both those at home and those who have roamed beyond the town limits.",,,
Murder@Maggody.com,Fiction_Crime and Mystery_Detective Story and Detectives,"To the quirky and colorful residents of Maggody_ Arkansas_ population 755_ ""going online"" is something one does at the DMV. So when the high school's new computer lab gains access to the Internet_ the town is plunged into virtual chaos. Students are caught sneaking peeks at pornographic Web sites_ and compromising photos of prominent Maggody citizens are being flashed across the display monitors. But when the body of a promiscuous young woman is found in an abandoned shack_ a web of suspicion ensnares the community. Now_ as cyber crime strikes Maggody_ police chief Arly Hanks has to use all her low-tech resourcefulness to pull the plug on a murderer.",,,
Maggody and the Moonbeams,Fiction_Crime and Mystery_Detective Story and Detectives,"Arly Hanks -- the wiliest chief of police in the Ozarks -- is back on the case in Joan Hess's latest comedy-filled whodunit. And this time around_ our intrepid sleuth may have met her match: she's just been pressed into service as chaperone for the church youth group. Ten hormonally challenged teenage boys and girls are spending a week at Camp Pearly Gates_ accompanied by the formidable wife of the mayor_ the high school shop teacher_ and preacher Brother Verber. It's bad enough that Arly has to bunk with this crew_ but when_ on a dark and stormy night_ one of the girls stumbles over the body of a white-robed woman with a shaved head_ Arly knows things can only go downhill.

Investigating the murder_ Chief of Police Hanks finds herself hindered by an eccentric cast of characters_ from the bumbling local police and a band of spacey cultists to her own menopausal mother and an oddly intriguing (and attractive) fisherman called Jacko. Meanwhile_ back in Maggody_ Arkansas (population 755)_ Mayor Jim Bob Buchanon is up to his usual philandering antics_ Raz Buchanon is looking for an animal companion to keep his pig Marjorie company_ and Duluth Buchanon's wife has gone missing with their two sons.",,,
Big Foot Stole My Wife: And Other Stories,Fiction_Crime and Mystery_Detective Story and Detectives_Joan  Hess,"Contents:

Big Foot Stole My Wife!
Paper Trail
Heptagon
Make Yourselves at Home
All That Glitters
The Cremains of the Day
Dead on Arrival
The Last to Know
The Maggody Files: D.W.I.
The Maggody Files: Death in Bloom
Another Room",,,
Death of a Romance Writer and Other Stories,Fiction_Crime and Mystery_Suspense,"Contents:
Death of a Romance Writer
Too Much to Bare
Death in Bloom [The Maggody Files: Death in Bloom]
Time Will Tell [The Maggody Files: Time Will Tell]
The Night-Blooming Cereus [as by Joan Hadley; Theo Bloomer]",,,
Malice Domestic 9,Fiction_Crime and Mystery_Crime/Caper,"Edited by: Joan Hess

An anthology of orginial traditional mystery stories
Including Agatha Christie's classic mystery The Case of the Discontented Soldier.
With fourteen Christie inspired tales from today's most talented mystery writers.

Dig into a toxic treat of murder most foul from the devious minds of the finest writers.
Sample some delectable bits of malicious motives and most intriguing murders:
*  Residents of an old-age home have a killer of a plan for dealing with chronic complainers.
*  The ladies of the parish just love Father Luke...they love him to death.
*  Someone just can't wait for old Aunt Marigold's heart to give out.",,,
Ride the Pink Horse,Fiction_Crime and Mystery_Suspense,"During its Fiesta_ a small desert town in New Mexico welcomes three strangers. Sailor_ a hood from Chicago_ is here to confront his boss_ Sen (a crooked ""weasel-faced"" senator)_ in order to extort money. He is the only one who can finger Sen for setting up the murder of his wealthy wife_ made to look like a robbery gone wrong. On the trail of both is Mac. Though from the same slums as Sailor_ Mac decided on a different route and joined the police. He knows that Sailor can put Sen behind bars and wants him to testify in order to get him there. Though Sailor is aware that this is the right thing to do_ he needs the money from Sen more. Over the space of a few days_ the three characters collide with one another at regular intervals in a clumsy dance_ one advancing as the other retreats_ continually surrounded by the swirling colors_ sounds_ and smells of the festival.",,,
Blackbirder,Fiction_Crime and Mystery_Detective Story and Detectives_Noir,"A classic World War II-era noir with a page-turning plot_ a cast of colorfully sinister characters and a protagonist who is thrust into the heart of political intrigue_ this captivating 1943 novel parallels the spy novels of Grahame Greene_ Eric Ambler_ and the films of Hitchcock and Lang. But in -signature Hughes fashion_ The Blackbirder has a genre-bending twist: its hardboiled protagonist is a woman.

Born of American expatriate parents_ Julie Guilles was a pretty_ sheltered rich girl growing up in Paris_ a favorite of the ""Ritz Bar"" set. But everything changed when the Nazis rolled into the City of Lights. After three years of life underground_ Julie is hiding out in New York; but she knows trouble is coming when the corpse of an acquaintance appears on her doorstep. With a host of possible dangers on her tail-the Gestapo_ the FBI and the New York cops-she embarks on a desperate journey to Santa Fe in search of her last_ best hope. ""The Blackbirder""is a legend among refugees_ a trafficker in human souls who flies under the radar to bring people to safety across the Mexican border-for a price.

With no resources at her disposal but a smuggled diamond necklace and her own razor-sharp wits_ Julie must navigate a tangle of dangers-and take a stand in the worldwide struggle that has shattered the lives of millions. In contrast to the typical representations of wartime women as ""Mrs. Minivers"" guarding home and hearth_ Dorothy B. Hughes gives her intrepid heroine a place at the heart of the action.(from the publisher)",,,
The Davidian Report,Fiction_Adventure_Spy/Espionage,"It was just a simple document_ but the man who possessed it held the lives of millions in his hands.

Only he knew its secrets. And hunting him was a ruthless agent to whom it was worth any life—even his own.

Between them was a beautiful woman. She had been loved by many but she cared only for those two—and knew she must betray one of them.

In their struggle—with the fate of the world in the balance—murder was only a prelude.",,,
Dread Journey,Fiction_Crime and Mystery,Kitten Agnew was a name to conjure with - movie audiences all over the world had thrilled to her simplicity_ wholesomeness and beauty. The attendant on the Pullman car of The Chief recognized her right away_ of course, but there was nothing simple or wholesome about Kitten in the flesh. That was an old story to the attendant, he had seen them all at one time or another - but never one with such a look of fear in her eyes.,
In a Lonely Place,Fiction_Crime and Mystery_Detective Story and Detectives_Noir,"The setting of this classic 1947 noir is post-World War II Los Angeles. For many here_ the golden promise of Southern California is running headlong into bleak reality. Returning veterans face a crisis of identity and masculinity - and in the wide boulevards and dark canyons of the city_ a serial killer preys on young working girls who wait alone in bars or at lonely bus stops.
Hardboiled mystery writer Dorothy B. Hughes employs a bold narrative strategy_ writing from inside the mind of a man who may himself be the murderer. The suggestively named Dix Steele is an ex-airman_ an isolated_ tough-talking drifter who maintains the appearance of a nearly normal life_ but spends his nights restlessly roaming the streets of L.A. The first threat of Dix's carefully maintained charade comes in the form of a chance meeting with his best friend from the service_ now a detective assigned to the serial strangler case. Playing with fire_ Dix offers to help his buddy map the identity of the killer - and is soon providing eerily accurate theories.
Enter the femme fatale: Glamorous actress Laurel Grey has left many men in her wake and survived more than one hard knock on her way up the Hollywood ladder. In his desperate efforts to win this potent goddess_ Dix lights the fuse that will explode his rigid masculine facade. It's not his detective buddy_ but Laurel and the detective's savvy wife who see through to the truth.
As she takes us deeper into the killer's story - and into Dix's tortured soul - Hughes exposes the anatomy of postwar American misogyny. Writing in a genre dominated by such macho figures as Jim Thompson_ Raymond Chandler_ and James M. Cain_ she gives the traditional hardboiled thriller a wryly subversive gender twist.(from the publisher)",,,
A Cadenza for Caruso,Fiction_Crime and Mystery_Detective Story and Detectives_Amateur,Murder_ maestro_ please! Enrico Caruso plays his greatest role of all time: detective!,,,
Prima Donna at Large,Fiction_Crime and Mystery_Detective Story and Detectives_Amateur,Soprano Geraldine Farrar was a diva with a difference! She was about to play a whodunit duet with none other than the great Caruso. They made beautiful music together in operas from Tosca to Madame Butterfly. Then French baritone Philippe Duchon hit a series of low_ low notes that turned the 1915 Metropolitan Opera season into a disaster_ and the tenor and soprano turned their legendary talents to criminal detection.,,,
A Chorus Of Detectives,Fiction_Crime and Mystery_Detective Story and Detectives_Amateur,A killer makes murder the last act at the Met.,,,
The Renewable Virgin,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural,iblist.com user synopsisActress Kelly Ingram is shocked and grief-stricken after a friend she had given headache medicine to turned up dead.,,,
He Huffed And He Puffed,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural,"New York businessman A.J. Strode is one of those wealthy financiers who always gets his way_ whether with women or with business. Nearing sixty_ he's about to dump wife number four. Once a decade he turns in the latest Mrs. Strode for a newer model.

He's also about to acquire a new toy to add to his list of corporate holdings: the House of Glass. Started as a small manufacturer of quality glass objects_ the House of Glass is now one of the largest_ most successful purveyors of wine bottles and windshields. Strode needs this company_ and he'll stop at nothing -- or almost nothing -- to get it.

Persuading the incumbent Mrs. Strode to vacate the premises turns out to be much easier than taking control of House of Glass_ however. A relatively few shareholders own all the stock_ and Strode needs one more large block.

Strode's months of planning all come down to three House of Glass shareholders: Joanna Gillespie_ a famous violinist; Jack McKinstry_ an infamous playboy; and Richard Bruce_ the powerful owner of an international shipping firm. If Strode could just convince one of the three to sell_ he'd have the stock he needs.

Strode can fight dirty when he has to_ and he knows enough about the three House of Glass shareholders to make them dance to his tune. But Strode makes the fatal mistake of underestimating his adversaries. Respectable façades can sometimes hide deadly intent_ as Strode learns to his peril.",,,
Good King Sauerkraut,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural,"King Sarcowicz_ known to his friends as King Sauerkraut_ means well. He even brings in his elderly neighbor's garbage cans when he happens to remember. But King is careless of people. As a partner in Keystone Robotics in Pittsburgh_ King has a way of antagonizing staff and customers. He's great with a computer_ but give him a human being and he doesn't know where to begin. His life seems to be made up of work and consuming large quantities of beer and eggs.

King is brilliant_ however. Nobody would deny that. He's just dreadful with paperwork and deadlines and organization and personal relations. He's not the man to be in charge of a project_ especially not a major defense subcontract from MechoTech. He can help design the project_ but he should not be top man.

Nobody wants to report to King_ not his partner_ Dennis Cox_ not his two Silicon Valley colleagues Gregory Dillard and Mimi Hargrove. When MechoTech calls them all to New York and puts them together in a six-bedroom apartment_ the mood is anything but collegial. Live together under one roof they must_ enjoy it they won't.

It's a perfect situation for murder_ and when ""accidents"" begin to happen sergeants Marian Larch and Ivan Malecki of the New York Police Department think they know the answers.

But do they?",,,
You Have The Right To Remain Silent,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural,Marian is less than thrilled with her recent transfer from headquarters to the Ninth Precinct on Manhattan's Lower East Side- Alphabet City_ as part of the neighborhood is called. Marian misses her longtime partner_ Ivan Malecki.,,,
The Apostrophe Thief,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural,New York Police Sergeant Marian Larch feels blue. Her personal life is heading toward a crisis_ and her professional life is a disaster. She refuses to work again with her incompetent partner_ and she has lost all respect for her irresponsible boss. She wants out. Leaving the force is an appealing option_ but_ meanwhile_ what Marian needs is a new assignment in a new precinct. That's what she gets_ at least temporarily_ when her longtime friend_ Broadway actress Kelly Ingram_ requests her help. Kelly has more to worry about than opening-night jitters. Somebody is sneaking backstage and stealing mostly unimportant memorabilia associated with Kelly's new play_ The Apostrophe Thief. Missing items_ such as shoes_ a mug_ and scripts_ would seem to have little resale value. Such petty crime hardly merits a detective of Marian's rank and experience_ but she's just the right person when the annoying incidents suddenly escalate into murder. Marian soon discovers that some collectors of theatrical trinkets take their hobby very seriously indeed. And somebody among the cast and crew may be traitorously involved in the intrigue. With occasional help from her mysterious friend_ former FBI agent Curt Holland_ who would like nothing better than for Marian to quit the force_ and with some timely assistance from versatile policewoman Gloria Sanchez_ Marian pulls the curtain on a surprising killer.,,,
Fare Play,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural,Who said life as a lieutenant in the New City Police Department was easy? Three weeks into her new promotion_ Lieutenant Marian Larch faces one of the most puzzling cases of her career: how did someone commit a murder_ with no witnesses_ on a crowded crosstown bus? Retired businessman Oliver Knowles got on the Thirty-fourth Street bus at Second Avenue. A few blocks later he was dead_ shot in the chest_ a copy of Newsweek temporarily hiding his wound from his fellow passengers. None of them spotted the assassin. Nor did the trained operative who was following Knowles for a private investigative agency. These are high-profile cases that Marian must solve if she's to prove to the doubting men above and below her in the department that she deserves her new rank. And just to complicate matters_ former lover Curt Holland reappears in Marian's life_ both helping and hindering Marian's investigation.,,,
The Lonely Silver Rain,Fiction_Adventure_Male-Action/Adventure_Crime and Mystery_Detective Story and Detectives_General,"Again McGee switched hardcover publishers for this last novel of the series; it was first published by Knopf. The copper-skinned beauty of the previous book is gone; another bird flown somewhere to be part of her own adventure. Trav seems to be up to his neck in the usual bad guys; murderers_ rapists_ drug profiteers_ real-estate dev- no_ wait_ there's an honorable real-estate developer in this one...there's one in every state_ I bet...he wants McGee to find out who stole his yacht. When it turns up_ it's full of bodies...dead ones. McGee gets another price on his head and fights his way out_ as usual.
The old gang at Bahia Mar is breaking up; the Alabama Tiger's nonstop party is over_ his boat bought and sold. Travis_ a Korean War vet_ is feeling his age. McGee didn't die after this last novel...that couldn't happen...but his creator did_ the year after it was published. There's a surprise at the end...I have no idea what it is...that_ along with the general good-bye-to-all-that theme_ hints MacD knew this might be the last McGee adventure.
There's a plaque at the Bahia Mar marina where the Busted Flush once lay at anchor. Travis McGee has moved on to some other marina_ some other time_ but he's still around. The rain is as lonely as ever out there at the end of the dock_ where the horizon of human tenderness meets the endless face of evil. Count on it.",,,
Full Frontal Murder,Fiction_Crime and Mystery_Detective Story and Detectives_Police Procedural,"Affluent Manhattan mother Rita Fairchild Galloway takes her four-year-old son Bobby to a puppet show at New York's Little Church Around the Corner. As they leave the show_ a stranger darts ""out of nowhere_"" grabs Bobby_ and heads down the block. The mother screams for help and Bobby escapes_ but Rita is far from comforted. She's sure the attempted kidnapping is the work of her wealthy estranged husband_ Hugh Galloway_ who could try again. All Bobby knows is that the man who scooped him up had a strange smell. Hugh maintains his innocence_ but either him or Rita may be lying. It's Marian's difficult job to discover the truth from these clever and privileged people_ who might well be manipulating the police for their own purposes. With Bobby apparently safe_ at least for the moment_ the complaints are troubling but less than urgent. Then everything changes when several people associated with the case turn up dead. It's no longer a domestic dispute among the elite. It's homicide. Marian must lead the investigation into the murders while keeping an eye on young Bobby_ who may still be in danger_ and while tentatively exploring new frontiers at home with lover Holland. Two powerful_ strong-willed people_ they are erotically drawn to each other with an intensity neither could have anticipated. Then Holland himself becomes a player in the Galloway case_ suffering pain and humiliation - and perhaps worse - at the hands of a sadistic killer. As Marian searches for answers_ the realization of what she faces_ and what she might lose_ changes her forever.",,,
Graveyard Shift,"Fiction_Horror_Animals Run Rampant, Werewolves_Stephen  King_Bram  Stoker_Edgar Allan  Poe_Ursula K.  Le Guin_Rudyard  Kipling_Agatha  Christie_H. P. Lovecraft_Louisa May Alcott_Isaac  Asimov_Ambrose  Bierce_Ray  Bradbury_Edgar Rice  Burroughs_Arthur Conan  Doyle_Robert A.  Heinlein_Dorothy L. Sayers_Mary  Shelley_Jules  Verne_H. G. Wells_William  Gibson_Harlan  Ellison_Clive  Barker_Jack  London_Tanith  Lee_Octavia E.  Butler_Samuel R.  Delany_Dashiell  Hammett_Raymond  Chandler_Catherine Lucille (C.L.)  Moore_Joseph Sheridan  Le Fanu_Ian  Fleming_Rosamunde  Pilcher_Louis  L'Amour_Marcia  Muller_Mary Roberts  Rinehart_Max  Brand_Walter  Mosley_Tony  Hillerman_Janet  Dailey_Rafael  Sabatini_Baroness  Orczy_H. Rider  Haggard_Jayne Ann  Krentz_Horace  Walpole_Elizabeth  Gaskell_Kathleen E.  Woodiwiss_Zane  Grey_Ray B.  Browne_John G.  Cawelti_Arthur Asa  Berger_Linda Barlow  Krentz_Gail  Landsman_Ernest  Mandel_Jane  Tompkins","During a steamy July graveyard shift_ workers cleaning up the unused basement at a mill discover deadly rats.
First published in Cavalier_ October 1970.",,,
I Am the Doorway,Fiction_Horror_Mind Control_Science Fiction_Adventure_Planetary Exploration and Colonization_General_Stephen  King_Neil  Gaiman_Ursula K.  Le Guin_Orson Scott  Card_Elizabeth  Moon_Bruce  Sterling_George Alec  Effinger_Stephen  Baxter_Pat  Cadigan_Jeffrey  Ford_Nancy  Kress_Pat  Murphy_Paul J.  McAuley_Mike  Resnick_Robert  Silverberg_Michael  Swanwick_Harry  Turtledove_Karen Joy  Fowler_Bruce  McAllister_Mark W.  Tiedemann_Adam-Troy  Castro_Charles  Stross_Molly  Gloss_Cory  Doctorow_Ernest  Hogan_Jack  Skillingstead,"Years after a failed voyage to Venus_ a retired astronaut begins to experience an odd growth on his hands.
First published in Cavalier_ March 1971.",,,
Battleground,Fiction_Horror_The occult and Supernatural_Monsters_Stephen  King,"Returning from his latest assignment_ a professional hit-man receives a package from victim toymaker: a box of toy infantrymen that are bent on revenge.
First published in Cavalier_ September_ 1972.",,,
The Mangler,Fiction_Horror_The occult and Supernatural_Demonic Possession & Exorcism_Stephen  King_Isaac Bashevis  Singer_Harlan  Ellison_Tanith  Lee_Lucius  Shepard_L. Sprague  de Camp_Robert  Silverberg_Avram  Davidson_Manly Wade  Wellman_Anthony  Boucher_Joseph Payne  Brennan_Edgar Allan  Poe_Poppy Z.  Brite_Ramsey  Campbell_Robert E.  Howard_Robert  Bloch_Christa  Faust_Sean  Doolittle_Lawrence  Schimel_Gordon  Van Gelder_Michael Scott  Bricker_H. Andrew  Lynch_Tim  Waggoner_Todd  Mecklem_Tia V.  Travis_Barb  Hendee_Adam Corbin  Fusco_Lorelei  Shannon_Pamela  Briggs_Clark  Perry_Wayne  Edwards_J.F.  Gonzalez_Jak  Koke_Jonathan  Bond_Christopher A.  Hall_M. Francis  Hamill_James C.  Bassett_Brian  Evenson_Terry  Campbell_Dominick  Cancilla_Mark  Paoletti,"A laundry machine that folds more than just people's clothes...
First published in Cavalier_ December 1972.",,,
The Boogeyman,Fiction_Horror_Haunted Houses_Monsters_Psychological Horror_Stephen  King,"A man tries to convince a psychiatrist that the boogeyman murdered his three children.
First published in Cavalier_ March 1973.",,,
Trucks,Fiction_Horror_The occult and Supernatural_Demonic Possession & Exorcism_Monsters_Stephen  King,"A truck stop is held hostage by motor vehicles.
First published in Cavalier_ June 1973.",,,
Gray Matter,Fiction_Horror_Monsters_Stephen  King,"A spoiled beer begins to slowly transform a man.
First published in Cavalier_ October 1973.",,,
Sometimes They Come Back,"Fiction_Horror_The occult and Supernatural_Satanism, Demonology, and Black Magic_Stephen  King","A high school teacher is haunted by the return of three delinquents who_ many years before_ murdered his brother.
First published in Cavalier_ March 1974.",,,
Night Surf,"Fiction_Horror_Medical Horror & Evil Science_Apocalypse_Science Fiction_Bleak Futures_Nuclear Holocaust/Post-Apocalypse_General Fiction_Youth (rebellion, Angst, Coming Of Age)_Stephen  King","A group of teenagers hang out by Anson Beach as the world has been decimated by a superflu.
First published in Cavalier_ August 1974.",,,
Your Eyelids Are Growing Heavy,Fiction_Crime and Mystery_Detective Story and Detectives_Amateur,"The groundskeeper who awakened Megan Phillips on the 14th-hole fairway
of the Schenley Park golf course assumed she was sleeping off a drunk.
He was wrong. Megan didn't drink. In fact_ until then she was well in
control of her life--attractive_ confident_ competent and in line for
a vice presidency at the pharmaceutical company where she worked.
Suddenly_ Megan had to confront a blank in her life_ a 38 hour blank.

Her neighbor Gus couldn't help reconstruct the missing day and a half_
and even Dr. Snooks of the Pittsburgh Psychiatric Clinic could not
draw any memories from her unconscious. It was as if an eraser had
wiped out a piece of her past.

When she started to get the phone calls_ conversations she forgot as
soon as she hung up_ she realized her blackout was something more.
Slowly she began to understand that during the period she couldn't
recall_ she had been with someone. Someone who had hypnotized her and
told her and told her to...to...

She couldn't remember. No matter how hard she racked her brain_ she
couldn't remember who had called_ or what had been said. She just
didn't know. What she did know was that the only way to regain control
of her life was to find the mysterious hypnotist...and kill him.",,,
The Fourth Wall,Fiction_Crime and Mystery_Suspense,Abigail James's play Foxfire is a Broadway smash. But Foxfire has an enemy -- one who will stop at nothing to close the play. And when murder takes center stage_ cast and crew band together to exact an exceedingly nasty revenge on a most vicious killer.,,,
Under The Canopy,Fiction_Science Fiction,In Elizabethan England time traveler Angie Patterson stumbles on a terrifying secret that could end the world.,,,
Pillars of Salt,Fiction_Science Fiction_World Versions_Time Travel,In the twenty-first century_ people travel back in time casually_ inhabiting the minds of people long dead. Then Angie Patterson is trapped in the mind of Elizabeth I_ and uncovers a terrible secret.,,,
